registro_id,fila_origen,cliente_id,nombre_cliente,segmento_cliente,segmento_cliente_observado,segmento_conflictivo,segmento_metodo_resolucion,ciudad,ciudad_recuperada,ciudad_desconocida,edad,ingreso_estimado,producto,tipo_producto,saldo_producto,saldo_recuperado,saldo_desconocido,saldo_negativo,saldo_outlier_iqr,cupo_credito,fecha_vencimiento,fecha_movimiento,categoria_consumo,monto_consumo,consumo_outlier_iqr,canal,estado_producto
REG-007259,7259,C001527,Cliente 1527,Joven,Joven,False,unico,Guayaquil,False,False,37,909.53,Tarjeta de Crédito,Deuda,415.04,False,False,False,False,1500.00,2028-08-11,2026-08-17,Supermarket,31.18,False,Web,Activo
REG-007261,7261,C001490,Cliente 1490,Mass,Mass,False,unico,Quito,False,False,29,1056.58,Tarjeta de Crédito,Deuda,351.89,False,False,False,False,3000.00,2030-10-09,2026-07-19,Travel,20.24,False,Web,Activo
REG-007262,7262,C001857,Cliente 1857,Mass,Mass,False,unico,Guayaquil,False,False,44,888.12,Crédito Vehicular,Deuda,19996.87,False,False,False,False,,2030-03-29,2026-01-13,,0.00,False,Web,Activo
REG-007263,7263,C001432,Cliente 1432,Mass,Mass,False,unico,Quito,False,False,41,761.05,Tarjeta de Crédito,Deuda,349.50,False,False,False,False,900.00,2030-07-15,2025-01-10,Entertainment,12.22,False,POS,Activo
REG-007264,7264,C001851,Cliente 1851,Affluent,Affluent,False,unico,Quito,False,False,45,2529.15,Tarjeta de Crédito,Deuda,2474.90,False,False,False,False,4500.00,2027-07-24,2026-03-15,Food,184.88,False,POS,Activo
REG-007265,7265,C001918,Cliente 1918,Affluent,Affluent,False,unico,Cuenca,False,False,44,1318.00,Tarjeta de Crédito,Deuda,1135.94,False,False,False,False,3000.00,2028-08-05,2026-06-09,Travel,69.28,False,POS,Activo
REG-007266,7266,C002167,Cliente 2167,Mass,Mass,True,moda,Guayaquil,False,False,41,1171.49,Tarjeta de Crédito,Deuda,833.00,False,False,False,False,2100.00,2030-04-07,2025-12-21,Technology,25.44,False,POS,Activo
REG-007267,7267,C001002,Cliente 1002,Mass,Mass,False,unico,Guayaquil,False,False,39,966.28,Crédito de Consumo,Deuda,6311.29,False,False,False,False,,2028-08-12,2025-03-26,,0.00,False,Web,Activo
REG-007268,7268,C002019,Cliente 2019,Affluent,Affluent,False,unico,Guayaquil,False,False,33,1943.05,Tarjeta de Crédito,Deuda,2073.56,False,False,False,False,5400.00,2028-04-01,2025-10-26,Education,111.74,False,POS,Activo
REG-007269,7269,C001692,Cliente 1692,Mass,Mass,False,unico,Guayaquil,False,False,23,559.70,Tarjeta de Crédito,Deuda,155.34,False,False,False,False,900.00,2029-09-23,2025-05-07,Food,18.83,False,POS,Activo
REG-007270,7270,C001602,Cliente 1602,PyME,PyME,False,unico,Ambato,False,False,56,3486.42,Cuenta Corriente,Depósito,8760.47,False,False,False,False,,,2026-05-09,,0.00,False,ATM,Activo
REG-007271,7271,C001311,Cliente 1311,Joven,Joven,False,unico,Ambato,False,False,27,459.76,Tarjeta de Crédito,Deuda,828.32,False,False,False,False,1400.00,2028-06-14,2025-09-04,Supermarket,21.08,False,POS,Activo
REG-007272,7272,C000661,Cliente 0661,Mass,Mass,False,unico,Cuenca,False,False,44,931.41,Crédito de Consumo,Deuda,3940.86,False,False,False,False,,2030-12-07,2025-03-21,,0.00,False,ATM,Activo
REG-007273,7273,C000874,Cliente 0874,Affluent,Affluent,False,unico,Quito,False,False,49,1313.62,Crédito Vehicular,Deuda,16191.51,False,False,False,False,,2029-04-29,2025-04-18,,0.00,False,Branch,Activo
REG-007274,7274,C002041,Cliente 2041,Premium,Premium,False,unico,Quito,False,False,34,4633.00,Cuenta Corriente,Depósito,7840.76,False,False,False,False,,,2025-10-06,,0.00,False,App,Activo
REG-007275,7275,C001363,Cliente 1363,Affluent,Affluent,False,unico,Ambato,False,False,51,1981.91,Tarjeta de Crédito,Deuda,912.33,False,False,False,False,4100.00,2029-07-25,2025-05-22,Streaming,59.76,False,POS,Activo
REG-007276,7276,C001833,Cliente 1833,PyME,PyME,False,unico,Guayaquil,False,False,22,6267.12,Cuenta de Ahorros,Depósito,30397.68,False,False,False,True,,,2025-11-19,,0.00,False,ATM,Activo
REG-007277,7277,C001540,Cliente 1540,Affluent,Affluent,False,unico,Guayaquil,False,False,40,2862.31,Tarjeta de Crédito,Deuda,2361.67,False,False,False,False,4600.00,2028-01-14,2026-06-12,Education,111.50,False,Web,Activo
REG-007278,7278,C002051,Cliente 2051,Premium,Premium,False,unico,Quito,False,False,22,3720.24,Crédito Vehicular,Deuda,10934.30,False,False,False,False,,2030-10-20,2025-09-14,,0.00,False,Web,Activo
REG-007279,7279,C001490,Cliente 1490,Mass,Mass,False,unico,Quito,False,False,29,1056.58,Tarjeta de Crédito,Deuda,351.89,False,False,False,False,3000.00,2030-10-09,2025-11-14,Others,60.02,False,POS,Activo
REG-007280,7280,C000438,Cliente 0438,Affluent,Affluent,False,unico,Guayaquil,False,False,22,4394.06,Tarjeta de Crédito,Deuda,2723.15,False,False,False,False,7700.00,2029-05-24,2025-10-25,Supermarket,307.13,False,Web,Activo
REG-007281,7281,C000646,Cliente 0646,Mass,Mass,False,unico,Guayaquil,False,False,21,972.71,Tarjeta de Crédito,Deuda,200.59,False,False,False,False,1800.00,2028-05-11,2025-01-15,Travel,112.50,False,POS,Activo
REG-007282,7282,C000349,Cliente 0349,Mass,Affluent,True,moda,Guayaquil,False,False,26,1247.85,Tarjeta de Crédito,Deuda,509.68,False,False,False,False,2200.00,2029-11-23,2025-03-17,Food,39.45,False,POS,Activo
REG-007283,7283,C001867,Cliente 1867,Joven,Joven,False,unico,Guayaquil,False,False,40,587.81,Tarjeta de Crédito,Deuda,248.32,False,False,False,False,700.00,2027-06-23,2025-09-14,Technology,91.88,False,Web,Activo
REG-007284,7284,C001186,Cliente 1186,Joven,Joven,False,unico,Cuenca,False,False,36,1276.71,Cuenta Corriente,Depósito,3048.80,False,False,False,False,,,2025-01-26,,0.00,False,ATM,Activo
REG-007285,7285,C000998,Cliente 0998,Premium,Premium,False,unico,Ambato,False,False,47,5225.78,Tarjeta de Crédito,Deuda,0.00,False,False,False,False,9900.00,2028-10-08,2026-03-22,Streaming,91.88,False,App,Activo
REG-007286,7286,C000063,Cliente 0063,Mass,Mass,False,unico,Quito,False,False,21,1134.37,Crédito de Consumo,Deuda,2259.79,False,False,False,False,,2031-01-27,2025-03-02,,0.00,False,Branch,Activo
REG-007287,7287,C000140,Cliente 0140,Mass,Mass,False,unico,Quito,False,False,35,2554.25,Crédito Vehicular,Deuda,13619.53,False,False,False,False,,2027-08-26,2025-09-16,,0.00,False,Branch,Activo
REG-007288,7288,C000422,Cliente 0422,Affluent,Affluent,False,unico,Ambato,False,False,63,1264.45,Crédito Hipotecario,Deuda,89034.30,False,False,False,False,,2030-06-24,2025-11-03,,0.00,False,ATM,Activo
REG-007289,7289,C001698,Cliente 1698,Affluent,Affluent,False,unico,Loja,False,False,43,2614.00,Tarjeta de Crédito,Deuda,1691.22,False,False,False,False,6000.00,2027-08-14,2025-12-11,Health,65.93,False,Branch,Activo
REG-007290,7290,C001471,Cliente 1471,Mass,Mass,False,unico,Ambato,False,False,39,637.98,Tarjeta de Crédito,Deuda,331.19,False,False,False,False,1100.00,2027-05-08,2025-07-12,Food,24.66,False,POS,Activo
REG-007291,7291,C000293,Cliente 0293,Mass,Mass,False,unico,Guayaquil,False,False,48,751.24,Tarjeta de Crédito,Deuda,419.79,False,False,False,False,1800.00,2028-01-31,2026-04-10,Food,106.45,False,Branch,Activo
REG-007292,7292,C000605,Cliente 0605,Joven,Joven,False,unico,Quito,False,False,23,828.68,Tarjeta de Crédito,Deuda,1287.58,False,False,False,False,1800.00,2028-03-16,2025-05-13,Streaming,40.67,False,App,Activo
REG-007293,7293,C000875,Cliente 0875,PyME,PyME,False,unico,Guayaquil,False,False,33,3585.40,Tarjeta de Crédito,Deuda,1473.71,False,False,False,False,6200.00,2029-03-06,2025-07-17,Supermarket,633.45,True,App,Activo
REG-007294,7294,C001350,Cliente 1350,Mass,Mass,False,unico,Cuenca,False,False,29,1360.67,Tarjeta de Crédito,Deuda,457.48,False,False,False,False,3800.00,2027-05-04,2026-04-03,Education,82.18,False,POS,Activo
REG-007295,7295,C000701,Cliente 0701,Mass,Mass,False,unico,Quito,False,False,53,1291.36,Tarjeta de Crédito,Deuda,121.13,False,False,False,False,1300.00,2027-01-20,2026-02-21,Food,32.52,False,App,Activo
REG-007296,7296,C001201,Cliente 1201,Affluent,Affluent,False,unico,Guayaquil,False,False,25,2464.33,Tarjeta de Crédito,Deuda,1720.56,False,False,False,False,6200.00,2030-05-01,2025-05-01,Entertainment,27.25,False,POS,Activo
REG-007297,7297,C000770,Cliente 0770,PyME,PyME,False,unico,Quito,False,False,45,5100.35,Tarjeta de Crédito,Deuda,2831.21,False,False,False,False,8900.00,2027-07-07,2025-03-30,Travel,206.01,False,App,Activo
REG-007298,7298,C000718,Cliente 0718,Mass,Mass,False,unico,Guayaquil,False,False,55,1898.20,Tarjeta de Crédito,Deuda,1217.81,False,False,False,False,3400.00,2029-12-21,2026-08-12,Food,139.50,False,App,Activo
REG-007299,7299,C001497,Cliente 1497,Joven,Joven,False,unico,Quito,False,False,36,481.75,Tarjeta de Crédito,Deuda,951.39,False,False,False,False,1200.00,2027-01-24,2025-05-03,Supermarket,115.14,False,POS,Activo
REG-007300,7300,C001022,Cliente 1022,Mass,Mass,True,moda,Guayaquil,False,False,18,523.86,Tarjeta de Crédito,Deuda,522.93,False,False,False,False,1100.00,2028-03-21,2026-03-26,Food,28.61,False,App,Activo
REG-007301,7301,C001016,Cliente 1016,Mass,Mass,False,unico,Cuenca,False,False,58,1963.47,Tarjeta de Crédito,Deuda,910.18,False,False,False,False,3400.00,2027-12-06,2025-06-01,Education,125.76,False,Web,Activo
REG-007302,7302,C000233,Cliente 0233,Mass,Mass,False,unico,Guayaquil,False,False,40,846.93,Tarjeta de Crédito,Deuda,676.08,False,False,False,False,2000.00,2028-08-17,2026-08-04,Travel,29.52,False,App,Activo
REG-007303,7303,C000858,Cliente 0858,PyME,PyME,False,unico,Guayaquil,False,False,35,3547.26,Tarjeta de Crédito,Deuda,1864.98,False,False,False,False,9900.00,2029-09-15,2026-04-10,Travel,110.67,False,Web,Activo
REG-007304,7304,C000120,Cliente 0120,Affluent,Affluent,False,unico,Quito,False,False,18,2728.30,Tarjeta de Crédito,Deuda,319.88,False,False,False,False,2800.00,2029-01-14,2026-03-02,Fuel,134.89,False,POS,Activo
REG-007305,7305,C002024,Cliente 2024,Premium,Premium,False,unico,Guayaquil,False,False,18,3386.47,Tarjeta de Crédito,Deuda,2550.61,False,False,False,False,5400.00,2029-08-30,2025-05-29,Education,271.76,False,POS,Activo
REG-007306,7306,C001954,Cliente 1954,Mass,Mass,False,unico,Guayaquil,False,False,36,485.26,Tarjeta de Crédito,Deuda,336.72,False,False,False,False,800.00,2029-01-17,2025-09-10,Supermarket,19.27,False,Web,Activo
REG-007307,7307,C000358,Cliente 0358,Premium,Premium,False,unico,Guayaquil,False,False,42,2072.26,Crédito Vehicular,Deuda,32434.27,False,False,False,False,,2031-04-15,2025-08-08,,0.00,False,Web,Activo
REG-007308,7308,C001870,Cliente 1870,Affluent,Affluent,False,unico,Loja,False,False,20,2595.35,Tarjeta de Crédito,Deuda,1374.23,False,False,False,False,6000.00,2027-08-23,2026-04-21,Education,141.63,False,App,Activo
REG-007309,7309,C001932,Cliente 1932,Premium,Premium,True,moda,Quito,False,False,44,6990.24,Crédito de Consumo,Deuda,15384.75,False,False,False,False,,2030-04-13,2026-08-21,,0.00,False,ATM,Activo
REG-007310,7310,C001240,Cliente 1240,Affluent,Affluent,False,unico,Guayaquil,False,False,39,1315.56,Tarjeta de Crédito,Deuda,921.66,False,False,False,False,2900.00,2027-08-12,2025-05-06,Food,19.20,False,App,Activo
REG-007311,7311,C001618,Cliente 1618,Affluent,Affluent,False,unico,Guayaquil,False,False,34,3848.27,Cuenta de Ahorros,Depósito,6054.93,False,False,False,False,,,2025-11-19,,0.00,False,ATM,Activo
REG-007312,7312,C000036,Cliente 0036,Mass,Mass,False,unico,Cuenca,False,False,18,1709.76,Tarjeta de Crédito,Deuda,1732.13,False,False,False,False,4800.00,2027-05-14,2026-04-26,Technology,62.73,False,Web,Activo
REG-007313,7313,C001331,Cliente 1331,Premium,Premium,False,unico,Quito,False,False,55,3976.15,Tarjeta de Crédito,Deuda,1376.75,False,False,False,False,7900.00,2029-12-17,2025-01-10,Supermarket,146.81,False,Web,Activo
REG-007314,7314,C001213,Cliente 1213,Mass,Mass,True,moda,Cuenca,False,False,20,798.21,Tarjeta de Crédito,Deuda,1426.16,False,False,False,False,2300.00,2030-01-30,2025-02-22,Travel,36.56,False,App,Activo
REG-007315,7315,C000511,Cliente 0511,Mass,Mass,True,moda,Guayaquil,False,False,42,859.97,Tarjeta de Crédito,Deuda,799.21,False,False,False,False,2200.00,2028-09-04,2026-02-04,Education,11.92,False,App,Activo
REG-007316,7316,C001762,Cliente 1762,Mass,Mass,False,unico,Quito,False,False,51,887.19,Cuenta de Ahorros,Depósito,2032.39,False,False,False,False,,,2025-02-08,,0.00,False,Web,Activo
REG-007317,7317,C001541,Cliente 1541,Mass,Mass,True,moda,Quito,False,False,32,711.96,Cuenta de Ahorros,Depósito,2050.07,False,False,False,False,,,2025-08-12,,0.00,False,Branch,Activo
REG-007318,7318,C000969,Cliente 0969,PyME,PyME,True,moda,Guayaquil,False,False,33,4931.55,Cuenta de Ahorros,Depósito,6582.26,False,False,False,False,,,2025-04-30,,0.00,False,Branch,Activo
REG-007319,7319,C001931,Cliente 1931,Mass,Mass,False,unico,Guayaquil,False,False,27,650.20,Cuenta Corriente,Depósito,1649.21,False,False,False,False,,,2025-11-17,,0.00,False,Branch,Activo
REG-007320,7320,C001081,Cliente 1081,Affluent,Affluent,False,unico,Ambato,False,False,32,1963.70,Tarjeta de Crédito,Deuda,1004.62,False,False,False,False,3900.00,2030-04-26,2026-05-05,Supermarket,88.65,False,Web,Activo
REG-007321,7321,C000889,Cliente 0889,Mass,Mass,False,unico,Ambato,False,False,21,952.71,Cuenta de Ahorros,Depósito,1491.17,False,False,False,False,,,2025-10-10,,0.00,False,Branch,Activo
REG-007322,7322,C000087,Cliente 0087,Mass,Mass,False,unico,Guayaquil,False,False,47,797.22,Tarjeta de Crédito,Deuda,201.37,False,False,False,False,1300.00,2027-08-21,2026-07-10,Entertainment,29.82,False,POS,Activo
REG-007323,7323,C001885,Cliente 1885,Joven,Joven,False,unico,Manta,False,False,41,829.99,Tarjeta de Crédito,Deuda,446.50,False,False,False,False,2000.00,2028-10-13,2026-07-09,Entertainment,113.38,False,Web,Activo
REG-007324,7324,C000203,Cliente 0203,Mass,Mass,False,unico,Cuenca,False,False,49,1126.81,Crédito de Consumo,Deuda,3562.95,False,False,False,False,,2027-03-02,2026-03-19,,0.00,False,ATM,Activo
REG-007325,7325,C002041,Cliente 2041,Premium,Premium,False,unico,Quito,False,False,34,4633.00,Cuenta Corriente,Depósito,7840.76,False,False,False,False,,,2026-08-14,,0.00,False,App,Activo
REG-007326,7326,C001280,Cliente 1280,Mass,Mass,False,unico,Quito,False,False,38,601.70,Crédito de Consumo,Deuda,6220.75,False,False,False,False,,2031-09-14,2026-03-01,,0.00,False,Branch,Activo
REG-007327,7327,C000764,Cliente 0764,Mass,Mass,False,unico,Ambato,False,False,53,651.50,Cuenta de Ahorros,Depósito,2247.47,False,False,False,False,,,2026-02-21,,0.00,False,Web,Activo
REG-007328,7328,C001715,Cliente 1715,Mass,Mass,False,unico,Quito,False,False,36,790.28,Cuenta Corriente,Depósito,2616.62,False,False,False,False,,,2026-08-23,,0.00,False,App,Activo
REG-007329,7329,C001379,Cliente 1379,Joven,Joven,False,unico,Guayaquil,False,False,62,1688.96,Tarjeta de Crédito,Deuda,732.50,False,False,False,False,3000.00,2027-09-12,2025-01-06,Streaming,284.68,False,Branch,Activo
REG-007330,7330,C001030,Cliente 1030,Premium,Premium,False,unico,Quito,False,False,35,1611.42,Cuenta Corriente,Depósito,4206.65,False,False,False,False,,,2025-10-25,,0.00,False,Branch,Activo
REG-007331,7331,C000680,Cliente 0680,PyME,PyME,False,unico,Cuenca,False,False,42,2679.05,Tarjeta de Crédito,Deuda,3307.32,False,False,False,True,8000.00,2028-12-05,2026-05-01,Food,98.60,False,POS,Activo
REG-007332,7332,C000631,Cliente 0631,Mass,Mass,True,moda,Cuenca,False,False,47,1307.68,Tarjeta de Crédito,Deuda,1323.67,False,False,False,False,3800.00,2027-05-02,2026-03-25,Fuel,163.13,False,App,Activo
REG-007333,7333,C001378,Cliente 1378,Mass,Mass,False,unico,Guayaquil,False,False,29,462.01,Tarjeta de Crédito,Deuda,113.55,False,False,False,False,500.00,2026-12-08,2025-03-06,Technology,48.61,False,Branch,Activo
REG-007334,7334,C000616,Cliente 0616,Joven,Joven,False,unico,Quito,False,False,41,893.25,Tarjeta de Crédito,Deuda,232.81,False,False,False,False,1200.00,2029-09-11,2025-08-05,Streaming,45.64,False,POS,Activo
REG-007335,7335,C001781,Cliente 1781,Premium,Premium,False,unico,Guayaquil,False,False,50,2507.99,Tarjeta de Crédito,Deuda,2281.94,False,False,False,False,5600.00,2029-06-28,2025-09-21,Entertainment,503.82,True,POS,Activo
REG-007336,7336,C000775,Cliente 0775,Mass,Mass,False,unico,Quito,False,False,39,600.30,Tarjeta de Crédito,Deuda,491.59,False,False,False,False,1200.00,2030-09-09,2025-10-23,Streaming,10.39,False,Web,Activo
REG-007337,7337,C001709,Cliente 1709,Mass,Mass,False,unico,Ambato,False,False,48,1165.92,Tarjeta de Crédito,Deuda,1481.39,False,False,False,False,3300.00,2027-02-01,2025-08-24,Technology,46.57,False,App,Activo
REG-007338,7338,C001983,Cliente 1983,Joven,Joven,False,unico,Quito,False,False,58,822.01,Tarjeta de Crédito,Deuda,416.32,False,False,False,False,1200.00,2030-01-28,2026-06-05,Health,23.95,False,POS,Activo
REG-007339,7339,C001368,Cliente 1368,Affluent,Affluent,False,unico,Guayaquil,False,False,48,2416.08,Tarjeta de Crédito,Deuda,560.74,False,False,False,False,6300.00,2027-08-01,2026-05-21,Streaming,366.65,True,POS,Activo
REG-007340,7340,C001084,Cliente 1084,Mass,Mass,False,unico,Quito,False,False,27,638.66,Crédito Hipotecario,Deuda,56469.22,False,False,False,False,,2029-04-05,2025-09-07,,0.00,False,Web,Activo
REG-007341,7341,C000610,Cliente 0610,Mass,Mass,False,unico,Quito,False,False,25,810.71,Tarjeta de Crédito,Deuda,567.04,False,False,False,False,1400.00,2027-10-21,2025-03-11,Supermarket,12.22,False,Web,Activo
REG-007342,7342,C001939,Cliente 1939,Mass,Mass,False,unico,Guayaquil,False,False,18,616.40,Tarjeta de Crédito,Deuda,427.56,False,False,False,False,1500.00,2028-10-25,2026-06-05,Food,53.73,False,POS,Activo
REG-007343,7343,C001761,Cliente 1761,Mass,Mass,False,unico,Guayaquil,False,False,45,710.39,Tarjeta de Crédito,Deuda,144.95,False,False,False,False,1200.00,2026-09-20,2025-01-11,Supermarket,18.98,False,App,Activo
REG-007344,7344,C000134,Cliente 0134,Mass,Mass,False,unico,Manta,False,False,37,568.13,Tarjeta de Crédito,Deuda,512.96,False,False,False,False,1400.00,2029-12-31,2026-08-11,Education,20.58,False,App,Activo
REG-007345,7345,C000702,Cliente 0702,Premium,Premium,False,unico,Quito,False,False,26,3542.06,Tarjeta de Crédito,Deuda,1833.09,False,False,False,False,6900.00,2027-11-11,2025-09-20,Education,277.78,False,Branch,Activo
REG-007346,7346,C000970,Cliente 0970,Joven,Joven,False,unico,Quito,False,False,46,741.88,Crédito Vehicular,Deuda,3206.37,False,False,False,False,,2029-04-26,2026-06-11,,0.00,False,Branch,Activo
REG-007347,7347,C000548,Cliente 0548,Premium,Premium,False,unico,Guayaquil,False,False,33,2792.79,Tarjeta de Crédito,Deuda,1593.14,False,False,False,False,7200.00,2030-09-19,2026-04-05,Food,295.06,False,POS,Activo
REG-007348,7348,C001241,Cliente 1241,Affluent,Affluent,False,unico,Ambato,False,False,36,1764.35,Crédito de Consumo,Deuda,6657.03,False,False,False,False,,2027-10-26,2025-01-31,,0.00,False,Branch,Activo
REG-007349,7349,C001828,Cliente 1828,Mass,Mass,False,unico,Cuenca,False,False,36,819.32,Tarjeta de Crédito,Deuda,1297.03,False,False,False,False,2300.00,2029-02-16,2026-07-19,Technology,36.24,False,POS,Activo
REG-007350,7350,C001085,Cliente 1085,Mass,Mass,False,unico,Guayaquil,False,False,45,1109.37,Tarjeta de Crédito,Deuda,1122.45,False,False,False,False,2200.00,2029-07-04,2026-02-22,Entertainment,26.33,False,POS,Activo
REG-007351,7351,C000111,Cliente 0111,PyME,PyME,False,unico,Quito,False,False,46,2412.35,Crédito Vehicular,Deuda,19526.15,False,False,False,False,,2031-07-29,2026-01-28,,0.00,False,Web,Activo
REG-007352,7352,C001583,Cliente 1583,Mass,Mass,False,unico,Guayaquil,False,False,23,545.47,Tarjeta de Crédito,Deuda,0.00,False,False,False,False,1200.00,2028-03-20,2025-10-15,Travel,75.74,False,POS,Activo
REG-007353,7353,C000582,Cliente 0582,Mass,Mass,False,unico,Guayaquil,False,False,46,1230.41,Tarjeta de Crédito,Deuda,0.00,False,False,False,False,1400.00,2026-10-14,2025-02-05,Food,93.91,False,Web,Activo
REG-007354,7354,C001048,Cliente 1048,Joven,Joven,False,unico,Ambato,False,False,30,821.43,Tarjeta de Crédito,Deuda,418.17,False,False,False,False,1600.00,2029-05-14,2025-02-23,Streaming,45.89,False,POS,Activo
REG-007355,7355,C001154,Cliente 1154,Affluent,Affluent,False,unico,Ambato,False,False,38,2395.40,Tarjeta de Crédito,Deuda,433.59,False,False,False,False,4700.00,2029-04-27,2025-08-26,Technology,254.98,False,POS,Activo
REG-007356,7356,C000847,Cliente 0847,Premium,Premium,False,unico,Cuenca,False,False,47,5872.56,Tarjeta de Crédito,Deuda,497.14,False,False,False,False,6800.00,2026-12-26,2026-04-25,Food,445.54,True,App,Activo
REG-007357,7357,C000274,Cliente 0274,PyME,PyME,False,unico,Quito,False,False,36,3106.39,Tarjeta de Crédito,Deuda,1465.75,False,False,False,False,8400.00,2027-09-23,2025-02-12,Fuel,79.40,False,POS,Activo
REG-007358,7358,C000143,Cliente 0143,PyME,PyME,False,unico,Guayaquil,False,False,26,1499.27,Cuenta Corriente,Depósito,5401.04,False,False,False,False,,,2025-01-23,,0.00,False,POS,Activo
REG-007359,7359,C000306,Cliente 0306,Premium,Premium,False,unico,Quito,False,False,42,3837.12,Tarjeta de Crédito,Deuda,1162.71,False,False,False,False,6700.00,2030-01-08,2025-07-06,Entertainment,242.37,False,Branch,Activo
REG-007360,7360,C002134,Cliente 2134,Mass,Mass,False,unico,Guayaquil,False,False,44,2000.48,Tarjeta de Crédito,Deuda,1109.54,False,False,False,False,3100.00,2029-06-05,2025-12-04,Supermarket,50.81,False,POS,Activo
REG-007361,7361,C000662,Cliente 0662,PyME,PyME,False,unico,Manta,False,False,62,4204.98,Tarjeta de Crédito,Deuda,1209.21,False,False,False,False,7500.00,2027-01-05,2026-04-26,Entertainment,186.62,False,POS,Activo
REG-007362,7362,C001904,Cliente 1904,Mass,Mass,False,unico,Guayaquil,False,False,33,722.77,Crédito de Consumo,Deuda,7441.37,False,False,False,False,,2028-12-01,2026-05-23,,0.00,False,Web,Activo
REG-007363,7363,C001473,Cliente 1473,Affluent,Affluent,True,moda,Cuenca,False,False,40,1671.56,Tarjeta de Crédito,Deuda,277.53,False,False,False,False,2700.00,2027-05-17,2026-04-28,Entertainment,83.34,False,Branch,Activo
REG-007364,7364,C001928,Cliente 1928,Mass,Mass,False,unico,Cuenca,False,False,41,847.45,Tarjeta de Crédito,Deuda,748.49,False,False,False,False,1500.00,2029-08-15,2025-04-22,Supermarket,57.33,False,POS,Activo
REG-007365,7365,C000377,Cliente 0377,Premium,Premium,False,unico,Quito,False,False,27,4698.34,Tarjeta de Crédito,Deuda,2182.18,False,False,False,False,8300.00,2028-05-06,2025-03-14,Fuel,232.31,False,App,Activo
REG-007366,7366,C000337,Cliente 0337,Affluent,Affluent,True,moda,Quito,False,False,41,1778.52,Tarjeta de Crédito,Deuda,709.37,False,False,False,False,2400.00,2027-02-22,2025-01-08,Health,58.23,False,Branch,Activo
REG-007367,7367,C001625,Cliente 1625,Affluent,Affluent,False,unico,Loja,False,False,28,2679.66,Tarjeta de Crédito,Deuda,1133.75,False,False,False,False,3000.00,2029-01-17,2025-03-30,Fuel,211.25,False,POS,Activo
REG-007368,7368,C000445,Cliente 0445,Mass,Mass,False,unico,Quito,False,False,50,1295.28,Tarjeta de Crédito,Deuda,901.33,False,False,False,False,1300.00,2027-02-10,2025-12-17,Supermarket,22.14,False,App,Activo
REG-007369,7369,C000138,Cliente 0138,Mass,Mass,False,unico,Quito,False,False,54,825.89,Tarjeta de Crédito,Deuda,292.04,False,False,False,False,1500.00,2030-01-24,2025-04-15,Entertainment,46.88,False,App,Activo
REG-007370,7370,C000981,Cliente 0981,Mass,Mass,False,unico,Manta,False,False,46,1098.41,Tarjeta de Crédito,Deuda,882.28,False,False,False,False,2800.00,2029-06-07,2025-02-22,Food,36.75,False,App,Activo
REG-007371,7371,C000614,Cliente 0614,Premium,Premium,False,unico,Quito,False,False,46,8425.25,Tarjeta de Crédito,Deuda,2730.46,False,False,False,False,23700.00,2029-11-27,2026-08-26,Fuel,364.31,True,POS,Activo
REG-007372,7372,C001814,Cliente 1814,Mass,Mass,False,unico,Manta,False,False,24,615.89,Tarjeta de Crédito,Deuda,533.38,False,False,False,False,1000.00,2027-12-09,2025-12-18,Food,7.70,False,POS,Activo
REG-007374,7374,C000383,Cliente 0383,Mass,Mass,False,unico,Guayaquil,False,False,31,1038.79,Tarjeta de Crédito,Deuda,1517.34,False,False,False,False,2900.00,2026-09-17,2025-08-17,Food,58.43,False,ATM,Activo
REG-007375,7375,C002058,Cliente 2058,PyME,PyME,False,unico,Loja,False,False,64,4964.99,Cuenta de Ahorros,Depósito,24062.06,False,False,False,True,,,2025-01-06,,0.00,False,Branch,Activo
REG-007376,7376,C000441,Cliente 0441,Mass,Mass,False,unico,Guayaquil,False,False,59,960.53,Crédito de Consumo,Deuda,5836.40,False,False,False,False,,2028-02-11,2025-09-12,,0.00,False,ATM,Activo
REG-007377,7377,C000674,Cliente 0674,Mass,Mass,False,unico,Quito,False,False,43,1518.72,Tarjeta de Crédito,Deuda,1469.78,False,False,False,False,2700.00,2030-07-13,2026-05-15,Entertainment,33.76,False,POS,Activo
REG-007378,7378,C000285,Cliente 0285,Mass,Mass,False,unico,Guayaquil,False,False,28,841.54,Tarjeta de Crédito,Deuda,569.18,False,False,False,False,1400.00,2027-05-15,2025-09-28,Education,4.72,False,App,Activo
REG-007379,7379,C000493,Cliente 0493,Affluent,Affluent,False,unico,Cuenca,False,False,26,835.28,Tarjeta de Crédito,Deuda,414.82,False,False,False,False,1500.00,2028-05-21,2025-03-02,Food,32.86,False,POS,Activo
REG-007380,7380,C000406,Cliente 0406,Affluent,Affluent,False,unico,Guayaquil,False,False,68,2173.31,Tarjeta de Crédito,Deuda,1314.40,False,False,False,False,6400.00,2027-09-15,2025-05-04,Technology,55.71,False,POS,Activo
REG-007381,7381,C001170,Cliente 1170,Affluent,Affluent,False,unico,Loja,False,False,46,1729.21,Crédito Vehicular,Deuda,20735.12,False,False,False,False,,2031-02-04,2025-02-27,,0.00,False,Web,Activo
